Posted On,Size,Rent,No of Bedrooms,No of Bathrooms,Floor,Area Type,City,Condition of the House,Age of House (in Years),Overall Grade,Furnishing Status,Latitude,Longitude,Tenant Preferred,Point of Contact
10-07-22,800,15000,2,1,1,Carpet Area,Chennai,Good,109,7,Semi-Furnished,47.6804,-122.378,Bachelors,Contact Owner
25-06-22,900,15000,3,2.5,24,Super Area,Chennai,Fair,33,8,Semi-Furnished,47.4052,-122.028,Bachelors/Family,Contact Owner
04-06-22,1350,15000,3,2.5,0,Super Area,Chennai,Fair,14,8,Unfurnished,47.5903,-122.388,Bachelors/Family,Contact Owner
12-05-22,450,15000,2,1.5,1,Super Area,Chennai,Fair,61,8,Unfurnished,47.5281,-122.388,Bachelors/Family,Contact Owner
02-07-22,800,15000,3,2.5,1,Carpet Area,Chennai,Fair,32,8,Semi-Furnished,47.6478,-122.061,Bachelors/Family,Contact Owner
29-06-22,1070,15000,2,1,2,Super Area,Chennai,Good,79,7,Unfurnished,47.7002,-122.314,Family,Contact Owner
29-06-22,1000,15000,5,1.5,1,Super Area,Chennai,Fair,58,7,Semi-Furnished,47.4938,-122.262,Family,Contact Owner
29-06-22,900,15000,2,1,1,Super Area,Chennai,Bad,90,6,Unfurnished,47.489,-122.337,Bachelors/Family,Contact Owner
20-05-22,1125,15000,3,2.75,1,Super Area,Chennai,Fair,68,7,Semi-Furnished,47.4486,-122.353,Bachelors/Family,Contact Owner
29-06-22,1300,15000,4,2.25,2,Super Area,Chennai,Fair,19,7,Furnished,47.7539,-122.219,Bachelors,Contact Owner
15-05-22,1330,15000,4,2.5,1,Carpet Area,Chennai,Fair,23,9,Furnished,47.3401,-122.067,Bachelors/Family,Contact Owner
24-05-22,1066,15000,3,1.75,2,Super Area,Chennai,Fair,59,7,Unfurnished,47.7629,-122.315,Family,Contact Owner
21-06-22,700,15000,3,3.75,2,Super Area,Chennai,Fair,11,10,Semi-Furnished,47.6387,-122.284,Bachelors/Family,Contact Owner
18-05-22,500,15000,3,2.5,0,Super Area,Chennai,Fair,12,7,Semi-Furnished,47.4787,-122.129,Family,Contact Owner
29-05-22,800,15000,3,2.5,1,Carpet Area,Chennai,Good,41,8,Unfurnished,47.3321,-122.105,Bachelors/Family,Contact Owner
22-06-22,650,15000,3,2.25,1,Carpet Area,Chennai,Fair,40,7,Unfurnished,47.3814,-122.322,Bachelors,Contact Owner
02-07-22,1095,15000,1,1,0,Super Area,Chennai,Fair,75,7,Furnished,47.6342,-122.342,Bachelors/Family,Contact Owner
29-06-22,1000,15000,3,2,1,Super Area,Chennai,Good,39,7,Semi-Furnished,47.2718,-122.291,Bachelors/Family,Contact Owner
12-05-22,650,15000,2,1.75,1,Super Area,Chennai,Good,95,7,Semi-Furnished,47.6357,-122.322,Bachelors/Family,Contact Owner
20-05-22,1402,15000,4,2.5,1,Carpet Area,Chennai,Good,58,7,Semi-Furnished,47.7463,-122.336,Bachelors/Family,Contact Owner
06-05-22,805,15000,4,2,2,Super Area,Chennai,Excellent,51,7,Semi-Furnished,47.7357,-122.193,Bachelors/Family,Contact Owner
07-07-22,650,15000,3,1,1,Carpet Area,Chennai,Fair,50,7,Unfurnished,47.3256,-122.141,Bachelors,Contact Owner
06-07-22,1000,15000,3,1,0,Super Area,Chennai,Good,88,8,Unfurnished,47.6317,-122.301,Bachelors/Family,Contact Owner
18-06-22,700,15000,2,1,2,Super Area,Chennai,Good,91,7,Furnished,47.6815,-122.382,Bachelors/Family,Contact Owner
22-06-22,1050,15000,3,2,4,Super Area,Chennai,Excellent,78,8,Semi-Furnished,47.6825,-122.307,Bachelors/Family,Contact Owner
15-06-22,1120,15000,3,2.5,1,Carpet Area,Chennai,Good,25,8,Unfurnished,47.339,-122.266,Bachelors,Contact Owner
06-05-22,520,15000,4,1.5,0,Super Area,Chennai,Fair,94,7,Semi-Furnished,47.6847,-122.318,Bachelors/Family,Contact Owner
06-05-22,1300,15000,5,3.75,3,Super Area,Chennai,Fair,15,7,Semi-Furnished,47.3694,-122.032,Bachelors/Family,Contact Owner
25-05-22,700,15000,4,2.5,9,Super Area,Chennai,Fair,16,8,Furnished,47.6734,-122.329,Bachelors/Family,Contact Owner
28-06-22,800,15000,4,1,1,Super Area,Chennai,Good,90,7,Unfurnished,47.7017,-122.354,Bachelors/Family,Contact Owner
03-07-22,100,15000,4,2.5,3,Carpet Area,Chennai,Fair,24,9,Semi-Furnished,47.7709,-122.297,Family,Contact Owner
10-07-22,1157,15000,2,1,0,Super Area,Chennai,Good,76,6,Unfurnished,47.504,-122.362,Bachelors/Family,Contact Owner
01-05-22,780,15000,2,1,1,Super Area,Chennai,Good,108,6,Semi-Furnished,47.5577,-122.399,Bachelors/Family,Contact Owner
25-05-22,950,15000,3,2.25,1,Super Area,Chennai,Fair,33,7,Unfurnished,47.5658,-122.018,Bachelors/Family,Contact Owner
23-06-22,1900,15000,4,3.5,0,Carpet Area,Chennai,Fair,4,9,Semi-Furnished,47.5203,-122.393,Bachelors/Family,Contact Owner
10-07-22,550,15000,5,2.5,0,Carpet Area,Chennai,Fair,11,8,Semi-Furnished,47.5237,-122.199,Bachelors/Family,Contact Agent
06-07-22,1068,15000,4,1.75,2,Carpet Area,Chennai,Good,52,8,Semi-Furnished,47.5944,-122.155,Family,Contact Owner
08-07-22,900,15000,3,1.5,1,Super Area,Chennai,Good,59,8,Semi-Furnished,47.5607,-122.217,Bachelors/Family,Contact Owner
08-07-22,700,15000,3,2.5,0,Super Area,Chennai,Fair,39,8,Semi-Furnished,47.59,-122.081,Bachelors/Family,Contact Owner
20-05-22,950,15000,5,2,1,Super Area,Chennai,Fair,95,7,Semi-Furnished,47.654,-122.337,Family,Contact Owner
20-05-22,1100,15000,3,1,1,Carpet Area,Chennai,Good,65,7,Unfurnished,47.432,-122.348,Family,Contact Owner
18-06-22,1000,15000,3,1.75,2,Super Area,Chennai,Fair,52,7,Semi-Furnished,47.4378,-122.279,Bachelors/Family,Contact Owner
06-07-22,900,15000,3,0.75,2,Super Area,Chennai,Fair,73,6,Semi-Furnished,47.503,-122.356,Bachelors/Family,Contact Owner
10-07-22,1200,15000,3,1.75,1,Carpet Area,Chennai,Good,42,8,Unfurnished,47.4514,-122.134,Bachelors/Family,Contact Agent
14-06-22,900,15000,3,1.75,1,Super Area,Chennai,Fair,40,7,Unfurnished,47.532,-121.761,Bachelors/Family,Contact Owner
17-05-22,550,15000,3,1,1,Super Area,Chennai,Fair,65,6,Unfurnished,47.4966,-122.255,Bachelors/Family,Contact Owner
18-06-22,780,15000,2,1,1,Super Area,Chennai,Good,92,6,Furnished,47.5298,-122.273,Bachelors/Family,Contact Owner
01-07-22,980,15000,2,1.5,0,Super Area,Chennai,Good,35,8,Unfurnished,47.3785,-122.322,Bachelors/Family,Contact Owner
22-05-22,900,15000,5,3,2,Carpet Area,Chennai,Fair,19,8,Semi-Furnished,47.551,-122.369,Bachelors/Family,Contact Owner
14-06-22,550,15000,2,1.5,2,Super Area,Chennai,Fair,67,8,Unfurnished,47.5798,-122.393,Family,Contact Owner
01-05-22,1500,15000,4,2.5,1,Carpet Area,Chennai,Good,91,8,Unfurnished,47.6701,-122.291,Bachelors,Contact Owner
16-05-22,1050,15000,3,2,2,Super Area,Chennai,Good,35,8,Semi-Furnished,47.6952,-122.096,Bachelors/Family,Contact Owner
16-05-22,400,15000,3,1.75,2,Super Area,Chennai,Fair,37,7,Unfurnished,47.4815,-122.162,Bachelors/Family,Contact Owner
20-05-22,900,15000,4,3,3,Super Area,Chennai,Fair,78,10,Unfurnished,47.634,-122.288,Bachelors/Family,Contact Owner
16-05-22,1000,15000,4,2.5,2,Super Area,Chennai,Fair,25,7,Unfurnished,47.3645,-122.039,Family,Contact Owner
06-05-22,1200,15000,3,3.25,2,Super Area,Hyderabad,Fair,40,9,Unfurnished,47.3907,-122.448,Bachelors,Contact Owner
14-06-22,1200,15000,4,1.75,2,Super Area,Hyderabad,Good,82,8,Semi-Furnished,47.6499,-122.088,Bachelors/Family,Contact Owner
25-05-22,900,15000,4,2,1,Super Area,Hyderabad,Good,76,7,Unfurnished,47.6483,-122.404,Bachelors/Family,Contact Owner
12-05-22,1450,15000,3,2.5,1,Super Area,Hyderabad,Fair,30,9,Semi-Furnished,47.6027,-122.043,Bachelors/Family,Contact Owner
14-06-22,1600,15000,2,1,2,Carpet Area,Hyderabad,Fair,92,7,Semi-Furnished,47.6903,-122.34,Bachelors/Family,Contact Owner
25-06-22,1080,15000,3,1.75,2,Super Area,Hyderabad,Fair,68,7,Semi-Furnished,47.5135,-122.257,Bachelors/Family,Contact Owner
02-07-22,800,15000,4,3.25,0,Super Area,Hyderabad,Fair,93,9,Unfurnished,47.6752,-122.3,Bachelors/Family,Contact Owner
09-07-22,1450,15000,4,1,1,Carpet Area,Hyderabad,Fair,60,6,Semi-Furnished,47.5433,-122.375,Family,Contact Owner
12-05-22,1200,15000,4,1.75,3,Super Area,Hyderabad,Fair,62,7,Unfurnished,47.6031,-122.13,Bachelors/Family,Contact Owner
06-07-22,450,15000,3,1.5,5,Super Area,Hyderabad,Fair,89,6,Unfurnished,47.6791,-122.362,Family,Contact Agent
18-05-22,1600,15000,3,1,2,Super Area,Hyderabad,Good,63,7,Semi-Furnished,47.6328,-122.236,Bachelors/Family,Contact Owner
12-05-22,1000,15000,6,2.5,4,Super Area,Hyderabad,Excellent,51,7,Semi-Furnished,47.6553,-122.19,Bachelors/Family,Contact Owner
08-06-22,1500,15000,3,1.75,2,Carpet Area,Hyderabad,Good,54,8,Unfurnished,47.6686,-122.157,Bachelors/Family,Contact Owner
29-06-22,800,15000,5,1.75,4,Super Area,Hyderabad,Good,73,7,Unfurnished,47.5738,-122.315,Bachelors/Family,Contact Owner
06-07-22,1200,15000,4,3.5,1,Super Area,Hyderabad,Fair,11,8,Unfurnished,47.6053,-122.306,Bachelors/Family,Contact Owner
06-05-22,1500,15000,3,2.25,3,Super Area,Hyderabad,Fair,34,7,Unfurnished,47.2624,-122.299,Bachelors/Family,Contact Owner
30-06-22,1550,15000,5,2.5,0,Carpet Area,Hyderabad,Fair,59,8,Unfurnished,47.6411,-122.207,Bachelors/Family,Contact Owner
06-07-22,1500,15000,4,2.5,0,Super Area,Hyderabad,Fair,15,7,Unfurnished,47.3505,-122.027,Bachelors/Family,Contact Owner
06-07-22,1095,15000,3,1,4,Super Area,Hyderabad,Excellent,72,6,Semi-Furnished,47.7494,-122.319,Bachelors/Family,Contact Owner
12-05-22,192,15000,5,1.75,2,Super Area,Hyderabad,Fair,50,7,Semi-Furnished,47.3733,-122.214,Bachelors/Family,Contact Owner
01-06-22,1000,15000,2,2.5,2,Super Area,Hyderabad,Fair,19,8,Semi-Furnished,47.6423,-122.329,Bachelors/Family,Contact Owner
28-06-22,1500,15000,3,0.75,0,Super Area,Hyderabad,Okay,71,6,Unfurnished,47.4518,-122.199,Bachelors/Family,Contact Owner
18-06-22,980,15000,3,1,3,Super Area,Hyderabad,Fair,64,7,Semi-Furnished,47.7339,-122.337,Bachelors/Family,Contact Owner
14-06-22,1000,15000,4,2,1,Super Area,Hyderabad,Fair,52,8,Unfurnished,47.3376,-122.323,Bachelors/Family,Contact Owner
15-05-22,1550,15000,4,2.5,2,Super Area,Hyderabad,Excellent,55,9,Furnished,47.5489,-122.216,Family,Contact Owner
08-07-22,1150,15000,3,2,0,Super Area,Hyderabad,Fair,45,7,Semi-Furnished,47.7053,-122.303,Bachelors/Family,Contact Owner
14-06-22,110,15000,3,1.5,4,Super Area,Hyderabad,Good,33,6,Semi-Furnished,47.335,-122.215,Bachelors/Family,Contact Owner
21-05-22,1170,15000,3,1,1,Super Area,Hyderabad,Good,50,7,Unfurnished,47.5649,-122.358,Bachelors/Family,Contact Owner
08-06-22,180,15000,3,3.5,6,Carpet Area,Hyderabad,Fair,11,8,Unfurnished,47.6508,-122.383,Bachelors/Family,Contact Owner
10-07-22,1300,15000,3,1.75,1,Carpet Area,Hyderabad,Fair,33,7,Semi-Furnished,47.3668,-122.09,Bachelors/Family,Contact Agent
02-07-22,1100,15000,2,1,1,Carpet Area,Hyderabad,Good,46,6,Semi-Furnished,47.3205,-121.867,Bachelors/Family,Contact Owner
02-07-22,1000,15000,3,2.25,1,Super Area,Hyderabad,Good,41,8,Unfurnished,47.6642,-122.129,Bachelors,Contact Owner
06-07-22,2000,15000,4,1.75,0,Super Area,Hyderabad,Fair,50,7,Semi-Furnished,47.3808,-122.211,Bachelors/Family,Contact Owner
31-05-22,1500,15000,3,2.25,1,Carpet Area,Hyderabad,Fair,27,7,Semi-Furnished,47.4605,-122.277,Bachelors/Family,Contact Owner
14-06-22,1100,15000,3,2.5,2,Super Area,Hyderabad,Good,59,7,Unfurnished,47.397,-122.321,Bachelors/Family,Contact Owner
28-06-22,1360,15000,4,2.5,2,Super Area,Hyderabad,Fair,25,8,Semi-Furnished,47.5536,-122.383,Bachelors/Family,Contact Owner
12-05-22,600,15000,3,1,3,Super Area,Hyderabad,Fair,36,7,Furnished,47.7367,-122.295,Bachelors/Family,Contact Owner
28-06-22,1050,15000,3,2.5,1,Super Area,Hyderabad,Fair,10,9,Unfurnished,47.4472,-122.207,Bachelors/Family,Contact Owner
20-05-22,1100,15000,3,2,3,Super Area,Hyderabad,Fair,65,7,Semi-Furnished,47.5565,-122.275,Bachelors/Family,Contact Owner
12-05-22,2000,15000,3,1,3,Super Area,Hyderabad,Excellent,88,6,Semi-Furnished,47.7232,-122.289,Bachelors/Family,Contact Owner
02-07-22,800,15000,3,2,1,Super Area,Hyderabad,Excellent,59,7,Semi-Furnished,47.4898,-122.133,Bachelors/Family,Contact Owner
16-05-22,1000,15000,3,2,2,Super Area,Hyderabad,Good,116,7,Semi-Furnished,47.6029,-122.302,Bachelors/Family,Contact Owner
12-05-22,1100,15000,2,1.75,3,Super Area,Hyderabad,Good,71,6,Semi-Furnished,47.5231,-121.82,Bachelors/Family,Contact Owner
14-06-22,1250,15000,3,2,1,Carpet Area,Hyderabad,Good,114,7,Semi-Furnished,47.6367,-122.364,Bachelors,Contact Owner
12-06-22,900,15000,4,3,1,Super Area,Hyderabad,Okay,37,10,Semi-Furnished,47.7154,-122.161,Bachelors/Family,Contact Owner
28-06-22,900,15000,4,2.5,0,Super Area,Hyderabad,Fair,20,8,Furnished,47.3045,-122.391,Bachelors/Family,Contact Owner
12-05-22,850,15000,4,2.5,0,Super Area,Hyderabad,Fair,20,7,Semi-Furnished,47.4042,-122.213,Bachelors/Family,Contact Owner
31-05-22,1270,15000,2,1,1,Carpet Area,Hyderabad,Fair,79,7,Furnished,47.7028,-122.321,Family,Contact Owner
02-07-22,1500,15000,4,2.5,3,Super Area,Hyderabad,Fair,33,8,Unfurnished,47.341,-122.318,Bachelors/Family,Contact Owner
18-06-22,1200,15000,3,2.5,4,Super Area,Hyderabad,Fair,31,7,Unfurnished,47.6827,-122.097,Bachelors/Family,Contact Owner
22-06-22,1850,15000,3,1.75,3,Super Area,Hyderabad,Fair,29,8,Semi-Furnished,47.6624,-121.951,Bachelors/Family,Contact Owner
16-05-22,1150,15000,3,2.75,0,Super Area,Hyderabad,Good,93,8,Unfurnished,47.6345,-122.302,Bachelors/Family,Contact Owner
06-07-22,1800,15000,4,2.75,2,Super Area,Hyderabad,Good,43,8,Semi-Furnished,47.6499,-122.199,Bachelors/Family,Contact Owner
26-06-22,225,15000,4,2.5,1,Carpet Area,Hyderabad,Fair,14,7,Unfurnished,47.4849,-122.184,Bachelors/Family,Contact Owner
10-06-22,600,15000,3,2.5,0,Super Area,Hyderabad,Fair,23,8,Unfurnished,47.2119,-122.001,Bachelors/Family,Contact Owner
29-06-22,1205,15000,3,1.75,4,Super Area,Hyderabad,Excellent,90,7,Furnished,47.6656,-122.335,Bachelors/Family,Contact Owner
16-05-22,1180,15000,4,2.75,0,Super Area,Hyderabad,Excellent,51,7,Semi-Furnished,47.6829,-122.195,Bachelors/Family,Contact Owner
16-05-22,100,15000,4,2.5,2,Super Area,Hyderabad,Good,44,8,Unfurnished,47.5436,-122.233,Bachelors/Family,Contact Owner
06-07-22,1280,15000,6,2.75,0,Super Area,Hyderabad,Fair,56,7,Unfurnished,47.5288,-122.345,Bachelors/Family,Contact Owner
18-06-22,1300,15000,3,2.5,0,Carpet Area,Hyderabad,Fair,30,7,Semi-Furnished,47.4708,-121.756,Bachelors/Family,Contact Owner
29-06-22,10,15000,4,1.5,3,Carpet Area,Hyderabad,Fair,65,7,Furnished,47.4718,-122.323,Bachelors/Family,Contact Owner
15-05-22,1300,15000,6,3,4,Carpet Area,Hyderabad,Excellent,97,7,Semi-Furnished,47.6631,-122.348,Bachelors,Contact Owner
09-06-22,1422,15000,4,2.75,11,Super Area,Hyderabad,Good,62,7,Semi-Furnished,47.6503,-122.197,Bachelors/Family,Contact Owner
06-07-22,1200,15000,4,2.25,1,Super Area,Hyderabad,Fair,40,9,Semi-Furnished,47.5878,-122.202,Bachelors/Family,Contact Owner
23-06-22,600,15000,2,1.75,0,Carpet Area,Hyderabad,Good,67,7,Unfurnished,47.6809,-122.348,Bachelors,Contact Owner
28-06-22,1500,15000,3,1.75,2,Super Area,Hyderabad,Good,55,8,Semi-Furnished,47.6199,-122.116,Family,Contact Owner
07-07-22,1500,15000,3,2.25,1,Super Area,Hyderabad,Fair,15,7,Semi-Furnished,47.5454,-121.997,Bachelors/Family,Contact Owner
18-05-22,1000,15000,3,2.25,2,Carpet Area,Hyderabad,Fair,39,8,Semi-Furnished,47.67,-122.024,Bachelors/Family,Contact Owner
04-05-22,1000,15000,4,2.75,1,Carpet Area,Hyderabad,Fair,20,8,Unfurnished,47.5003,-122.23,Bachelors,Contact Owner
27-06-22,250,15500,5,2.5,3,Carpet Area,Mumbai,Good,47,9,Unfurnished,47.5368,-122.216,Bachelors/Family,Contact Agent
20-06-22,600,15500,3,1.75,1,Carpet Area,Delhi,Fair,47,8,Unfurnished,47.7152,-122.322,Bachelors,Contact Owner
04-07-22,900,15500,3,2.5,2,Carpet Area,Delhi,Fair,16,9,Semi-Furnished,47.6268,-122.353,Bachelors/Family,Contact Agent
05-05-22,75,15500,5,2.5,7,Super Area,Delhi,Fair,16,8,Semi-Furnished,47.3714,-122.103,Bachelors/Family,Contact Owner
10-07-22,600,15500,2,1,1,Carpet Area,Hyderabad,Fair,90,7,Semi-Furnished,47.5425,-122.376,Bachelors,Contact Agent
06-05-22,800,15500,3,2,1,Super Area,Hyderabad,Good,109,7,Semi-Furnished,47.6769,-122.371,Bachelors/Family,Contact Owner
29-06-22,1430,15500,2,2.5,1,Carpet Area,Hyderabad,Fair,10,8,Furnished,47.5167,-121.878,Bachelors/Family,Contact Owner
10-06-22,1100,15500,2,1,0,Super Area,Hyderabad,Good,76,6,Semi-Furnished,47.6646,-122.202,Bachelors/Family,Contact Owner
05-06-22,1600,15500,3,3.25,0,Super Area,Hyderabad,Fair,18,8,Semi-Furnished,47.5053,-122.377,Family,Contact Owner
04-05-22,1000,15500,2,1.75,9,Carpet Area,Hyderabad,Good,95,7,Semi-Furnished,47.7005,-122.313,Bachelors/Family,Contact Owner
10-06-22,1246,15723,2,1.75,0,Super Area,Chennai,Fair,41,7,Semi-Furnished,47.7409,-122.089,Bachelors/Family,Contact Owner
26-06-22,850,16000,3,2,2,Carpet Area,Kolkata,Good,46,7,Semi-Furnished,47.7362,-122.179,Bachelors,Contact Agent
26-06-22,850,16000,4,2,4,Carpet Area,Kolkata,Excellent,102,7,Semi-Furnished,47.7168,-122.287,Bachelors,Contact Agent
24-06-22,750,16000,3,3.5,2,Super Area,Kolkata,Fair,29,9,Unfurnished,47.697,-122.072,Bachelors/Family,Contact Owner
16-06-22,1250,16000,6,2.75,1,Super Area,Kolkata,Fair,40,8,Unfurnished,47.3103,-122.339,Bachelors/Family,Contact Agent
06-06-22,1200,16000,2,1,3,Carpet Area,Kolkata,Fair,96,6,Unfurnished,47.4957,-122.352,Bachelors/Family,Contact Agent
07-07-22,410,16000,2,0.75,1,Carpet Area,Mumbai,Good,81,6,Semi-Furnished,47.6929,-121.87,Family,Contact Agent
29-05-22,410,16000,3,1.5,2,Carpet Area,Mumbai,Excellent,64,7,Unfurnished,47.7359,-122.309,Bachelors,Contact Owner
11-06-22,600,16000,4,1.5,1,Carpet Area,Mumbai,Fair,59,7,Unfurnished,47.5491,-122.272,Family,Contact Owner
11-06-22,250,16000,2,1,1,Carpet Area,Mumbai,Good,110,6,Unfurnished,47.502,-122.222,Bachelors/Family,Contact Owner
03-06-22,160,16000,4,3.75,3,Carpet Area,Mumbai,Fair,82,7,Unfurnished,47.4744,-122.213,Bachelors/Family,Contact Owner
13-06-22,600,16000,5,2.5,0,Carpet Area,Bangalore,Fair,52,8,Unfurnished,47.5968,-122.127,Bachelors,Contact Owner
12-06-22,1155,16000,4,3,2,Super Area,Bangalore,Fair,17,8,Semi-Furnished,47.2609,-122.289,Family,Contact Owner
16-06-22,950,16000,4,2,2,Carpet Area,Bangalore,Excellent,99,7,Furnished,47.6515,-122.346,Bachelors/Family,Contact Owner
23-06-22,1100,16000,3,1,1,Super Area,Bangalore,Fair,57,6,Unfurnished,47.329,-122.338,Bachelors/Family,Contact Owner
31-05-22,850,16000,3,1.75,1,Super Area,Bangalore,Fair,105,7,Semi-Furnished,47.7429,-121.981,Bachelors/Family,Contact Owner
23-05-22,600,16000,4,1,2,Super Area,Bangalore,Fair,104,7,Unfurnished,47.5658,-122.389,Bachelors/Family,Contact Owner
20-05-22,900,16000,4,3.5,1,Carpet Area,Bangalore,Fair,31,10,Semi-Furnished,47.7073,-122.244,Bachelors/Family,Contact Agent
11-05-22,1200,16000,4,3,0,Super Area,Bangalore,Excellent,112,9,Unfurnished,47.6272,-122.316,Bachelors,Contact Owner
06-06-22,1200,16000,5,3,5,Super Area,Bangalore,Fair,14,7,Semi-Furnished,47.4797,-122.179,Bachelors/Family,Contact Owner
16-06-22,1100,16000,5,2.75,1,Super Area,Bangalore,Fair,20,10,Semi-Furnished,47.5678,-122.032,Bachelors/Family,Contact Owner
10-05-22,1050,16000,4,2.5,1,Super Area,Bangalore,Good,49,7,Semi-Furnished,47.7368,-122.183,Bachelors/Family,Contact Owner
19-05-22,1400,16000,3,2,2,Super Area,Bangalore,Fair,15,7,Furnished,47.3996,-122.203,Bachelors/Family,Contact Owner
04-06-22,1100,16000,3,1.5,1,Super Area,Bangalore,Good,42,7,Semi-Furnished,47.2761,-122.152,Bachelors/Family,Contact Owner
13-06-22,1281,16000,2,2.5,4,Super Area,Bangalore,Fair,10,8,Semi-Furnished,47.7161,-122.014,Bachelors/Family,Contact Owner
27-06-22,850,16000,3,2,2,Super Area,Bangalore,Good,67,7,Semi-Furnished,47.6768,-122.285,Bachelors/Family,Contact Owner
14-05-22,805,16000,2,1.5,0,Carpet Area,Bangalore,Good,69,7,Furnished,47.6912,-122.34,Bachelors/Family,Contact Owner
16-06-22,800,16000,3,1.5,1,Carpet Area,Bangalore,Fair,79,8,Semi-Furnished,47.6991,-122.296,Bachelors/Family,Contact Agent
20-06-22,800,16000,4,3,2,Super Area,Bangalore,Excellent,61,9,Semi-Furnished,47.5833,-122.242,Bachelors/Family,Contact Owner
20-06-22,550,16000,3,1,0,Carpet Area,Bangalore,Fair,73,6,Semi-Furnished,47.7163,-122.299,Bachelors/Family,Contact Agent
23-05-22,1200,16000,3,3,3,Super Area,Bangalore,Fair,113,7,Semi-Furnished,47.6288,-122.321,Bachelors/Family,Contact Owner
05-05-22,1000,16000,5,2,1,Super Area,Bangalore,Good,80,7,Semi-Furnished,47.6949,-122.37,Bachelors/Family,Contact Owner
29-04-22,1200,16000,4,3.75,1,Super Area,Bangalore,Fair,20,10,Semi-Furnished,47.6406,-122.156,Bachelors/Family,Contact Owner
27-06-22,650,16000,3,2,3,Carpet Area,Bangalore,Fair,29,7,Unfurnished,47.359,-122.049,Bachelors/Family,Contact Owner
20-06-22,550,16000,4,3,2,Carpet Area,Bangalore,Fair,62,7,Semi-Furnished,47.6466,-122.389,Bachelors/Family,Contact Agent
27-05-22,1333,16000,3,1.5,2,Super Area,Bangalore,Fair,66,7,Unfurnished,47.4275,-122.331,Bachelors,Contact Owner
18-05-22,850,16000,3,1.75,3,Super Area,Bangalore,Excellent,56,7,Semi-Furnished,47.5396,-122.18,Bachelors/Family,Contact Owner
29-04-22,1150,16000,3,3.5,3,Super Area,Bangalore,Fair,67,9,Furnished,47.6394,-122.29,Bachelors/Family,Contact Owner
02-06-22,680,16000,5,2,4,Carpet Area,Bangalore,Excellent,78,7,Semi-Furnished,47.5615,-122.279,Bachelors/Family,Contact Owner
15-05-22,1200,16000,4,2.5,3,Carpet Area,Bangalore,Fair,38,8,Unfurnished,47.652,-122.031,Bachelors,Contact Owner
27-06-22,100,16000,4,2.5,1,Super Area,Delhi,Fair,17,9,Unfurnished,47.7076,-122.232,Bachelors,Contact Owner
14-05-22,400,16000,3,2.25,2,Carpet Area,Delhi,Excellent,92,7,Furnished,47.6819,-122.311,Bachelors,Contact Owner
18-05-22,650,16000,5,2.5,2,Carpet Area,Delhi,Fair,12,9,Semi-Furnished,47.5396,-121.998,Bachelors/Family,Contact Agent
04-05-22,650,16000,3,3.5,2,Carpet Area,Delhi,Excellent,49,8,Unfurnished,47.582,-122.194,Bachelors/Family,Contact Owner
05-05-22,900,16000,3,1,3,Super Area,Delhi,Fair,59,8,Furnished,47.7738,-122.261,Bachelors/Family,Contact Owner
07-07-22,700,16000,3,1,2,Carpet Area,Delhi,Fair,61,7,Unfurnished,47.4849,-122.301,Bachelors,Contact Agent
10-05-22,100,16000,4,2.5,1,Super Area,Delhi,Fair,20,9,Furnished,47.6791,-122.149,Bachelors/Family,Contact Owner
04-07-22,500,16000,3,2,1,Super Area,Delhi,Fair,23,7,Semi-Furnished,47.6959,-122.376,Bachelors/Family,Contact Owner
06-07-22,100,16000,4,2.5,0,Super Area,Delhi,Fair,7,7,Semi-Furnished,47.3672,-122.019,Bachelors/Family,Contact Agent
14-05-22,499,16000,5,4.5,2,Carpet Area,Delhi,Fair,22,10,Semi-Furnished,47.544,-122.126,Family,Contact Owner
27-05-22,50,16000,4,2.5,1,Super Area,Delhi,Fair,30,8,Unfurnished,47.4969,-122.06,Bachelors/Family,Contact Owner
27-05-22,400,16000,3,1.5,2,Carpet Area,Delhi,Good,45,7,Semi-Furnished,47.2881,-122.294,Bachelors/Family,Contact Agent
30-06-22,400,16000,3,2,1,Carpet Area,Delhi,Fair,71,7,Furnished,47.6874,-122.336,Bachelors/Family,Contact Agent
24-06-22,550,16000,4,2.25,3,Carpet Area,Delhi,Good,52,7,Semi-Furnished,47.4119,-122.211,Bachelors,Contact Agent
23-06-22,1000,16000,3,2.25,1,Super Area,Delhi,Good,38,8,Unfurnished,47.7604,-122.356,Bachelors/Family,Contact Agent
08-07-22,850,16000,2,1,2,Super Area,Chennai,Excellent,76,8,Semi-Furnished,47.5259,-122.261,Bachelors/Family,Contact Owner
16-05-22,650,16000,2,1,2,Super Area,Chennai,Good,71,7,Semi-Furnished,47.7152,-122.282,Bachelors/Family,Contact Owner
14-06-22,1000,16000,3,2.5,1,Super Area,Chennai,Fair,17,8,Semi-Furnished,47.5307,-122.047,Bachelors/Family,Contact Owner
27-06-22,1158,16000,3,2.5,2,Carpet Area,Chennai,Fair,60,8,Semi-Furnished,47.7767,-122.378,Bachelors/Family,Contact Owner
12-05-22,800,16000,3,2.25,1,Super Area,Chennai,Good,58,8,Unfurnished,47.435,-122.347,Bachelors/Family,Contact Owner
04-06-22,870,16000,3,1,2,Super Area,Chennai,Good,71,7,Unfurnished,47.7164,-122.351,Bachelors/Family,Contact Owner
